SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0	dcf1	dcf2	dcf3	dcf4	dcf5
1168	0	0	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
1169	0	6.8e-06	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
1170	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1171	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1172	0	0	0	0	0	0	0.11	0	0.89	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1173	0	0	0	0	0	0	0.17	0	0.83	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1174	0	0	0	0	0	1	0	0	0	0.00034	5	0.57	0.46	0.054	0	0	0
1175	0	0	0	0	0	1	0	0	0	0	5	0.57	0.46	0.054	0	0	0
1176	0	0	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
1177	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
1178	0	0	0	0	0	0	0.014	0	0.99	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1179	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
1180	0	1	0	0	0	0	0	0	0	0	1	0.03	0	0.054	0	0	0.038
1181	0	0	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
1182	0	0	0	0	0	0	0.017	0	0.98	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1183	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
1184	0	0.018	0	0	0	0	0	0.98	0	0	7	0	0.034	0.054	0	0	0
1185	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
1186	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
1187	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
1188	0	0	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
1189	0	0.0026	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
1190	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
1191	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
1192	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
1193	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
1194	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
1195	0	7.8e-05	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
1196	0	0.0067	0	0	0	0	0	0.99	0	0	7	0	0.034	0.054	0	0	0
1197	0	0	0	0	0	0	0.048	0	0.95	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1198	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
1199	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
1200	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
1201	0	0	0	0	0	0	0.00083	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1202	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
1203	0	7.2e-05	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
1204	0	0	0	0	0	1	0	0	0	0	5	0.57	0.46	0.054	0	0	0
1205	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1206	0	0	0	0	0	0	0.00054	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1207	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
1208	0	0	0.0071	0.99	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
1209	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1210	0	1	0	0	0	0	0	0	0	0	1	0.03	0	0.054	0	0	0.038
1211	0	0.00089	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
1212	0	0	0	0	1	0	0	0	0	0	4	0.03	0	0.054	0.51	0.28	0.66
1213	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
1214	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1215	0	0	0	0	0	0	0.006	0	0.99	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1216	5.8e-05	0.023	0	0	0	0	0	0.98	0	0	7	0	0.034	0.054	0	0	0
1217	0	0	0	0	0	0	0.00042	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1218	0	0	0	0	0	0	0.011	0	0.99	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1219	0	0	0	0	0	0	9e-05	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1220	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
1221	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
1222	0	0.0017	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
1223	0	0	0	0	0	0	4.9e-05	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1224	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
1225	0	0.00077	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
1226	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
1227	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1228	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
1229	0	0	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
1230	1.5e-05	0.02	0	0	0	0	0	0.98	0	0	7	0	0.034	0.054	0	0	0
1231	0	0	0	0	0	0	5.7e-06	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1232	0	0	1	2.2e-06	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
1233	0	0	0	0	0	0	1.6e-06	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1234	0	0	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
1235	0	0	0	0	1	0	0	0	0	0	4	0.03	0	0.054	0.51	0.28	0.66
1236	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
1237	0	0	0	0	1	0	0	0	0	0	4	0.03	0	0.054	0.51	0.28	0.66
1238	0	0	0	0	0	0	0.00073	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1239	0	0	0	0	0	0	0.0024	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1240	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
1241	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
1242	0	0.00028	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
1243	0	0	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
1244	0	0	0	0	0	0	0.0036	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1245	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
1246	0	0	0	0.85	0	0	0	0	0.15	0	3	0.03	0.034	0.11	0.11	0.23	0.15
1247	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
1248	0	0	0	0	0	0	6.1e-06	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1249	0	0	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
1250	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
1251	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1252	0	0	0	3.8e-05	0	0	1.6e-05	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1253	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
1254	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
1255	0	1	0	0	0	0	0	0	0	0	1	0.03	0	0.054	0	0	0.038
1256	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
1257	9e-06	0.015	0	0	0	0	0	0.98	0	0	7	0	0.034	0.054	0	0	0
1258	0	0	0	0.96	0	0	0	0	0.036	0	3	0.03	0.034	0.11	0.11	0.23	0.15
1259	9.7e-06	0.022	0	0	0	0	0	0.98	0	0	7	0	0.034	0.054	0	0	0
1260	0.00036	0.044	0	0	0	0	0	0.96	0	0	7	0	0.034	0.054	0	0	0
1261	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
1262	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
1263	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
1264	0	0	0	0	0	0	0.095	0	0.91	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1265	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
1266	0	0.033	0	0	0	0	0	0.97	0	0	7	0	0.034	0.054	0	0	0
1267	0	0	0	0	0	0	0.0043	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1268	0	0	0.67	0.33	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
1269	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
1270	9e-06	0.12	0	0	0	0	0	0.88	0	0	7	0	0.034	0.054	0	0	0
1271	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
1272	0	0	0	0	0	0	0	0	0	1	9	0.73	0.69	0.22	0.054	0.093	0.038
1273	0	0	0	0	0	0	5.1e-05	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1274	0	0	0	0	0	0	3e-05	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1275	0	0.0022	0	0	0	0	0	0.012	0.99	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1276	0	0	0	0	0	0	0.00062	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1277	0	0	0	0	0	0	3e-05	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1278	0.00042	0.014	0	0	0	0	0	0.05	0.94	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1279	0	0	0	0	0	0	0.63	0	0.37	0	6	0.73	0.69	0.49	0.67	0.58	0.66
1280	0	0	0.84	0.073	0.091	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
1281	0.0019	0.036	0.00024	0	0	0	0.00062	0.061	0.9	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1282	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
1283	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
1284	0	0	0	0	0	0	0.9	0	0.095	0	6	0.73	0.69	0.49	0.67	0.58	0.66
1285	0	0	0	0	1	0	0	0	0	0	4	0.03	0	0.054	0.51	0.28	0.66
1286	1	0	0	7.3e-05	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
1287	0	1	0	0	0	0	0	0	0	0	1	0.03	0	0.054	0	0	0.038
1288	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
1289	0	0	0	0	0	0	1.2e-05	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1290	0	1	0	0	0	0	0	0	0	0	1	0.03	0	0.054	0	0	0.038
1291	0	0	0	0	0	0	0.0038	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1292	0	0	0	0	0	0	0.98	0	0.019	0	6	0.73	0.69	0.49	0.67	0.58	0.66
1293	0	0	0	0	0	0	9.3e-06	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1294	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
1295	2e-05	0.055	0	0	0	0	0	0.95	0	0	7	0	0.034	0.054	0	0	0
1296	2.5e-05	0.053	0	0	0	0	0	0.95	0	0	7	0	0.034	0.054	0	0	0
1297	0	0.074	0	0	0	0	0	0.93	0	0	7	0	0.034	0.054	0	0	0
1298	0	1	0.00045	0	0	0	0	0	0	0	1	0.03	0	0.054	0	0	0.038
1299	0	0	0	0	0	0	0	0	0	1	9	0.73	0.69	0.22	0.054	0.093	0.038
1300	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1301	0	0	0	0	0	0	0.00036	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
